text,century,city,year
… посули а знамѧцко … [со оу]имꙑ [а] н[а]мъ [с]ап(ог)- …,XIV_2,novgorod,1390
се бл҃гви · попе · максим[е] … село · а землѧ тому · селоу · по зарубъ · синофо‐ (нтовъ) … …ньѥму,XIV_2,novgorod,1370
… (св҃)[т]аго дх҃а се ѧзъ рабъ б(ж҃ии) … … (сꙑ)[н]у · своѥму конъдра[т](у) … … бѣлки оу петра в ла[в]… … (с)емена шюбиницѧ з…,XIV_2,novgorod,1370
поклонъ · ко юрью · и к миѯсиму · ѿ всихъ · сиротъ · цто ѥси даль · намъ за клуцка · за насъ · не стоть · насъ · продаѥть · и крадони · ѿ ного · ѥсми · а лежи ни · ѿ ного · не ѿѥзде да · а ми · ѥсми · в томъ · погибли · аже ѥму · будьть · сидить · нам{ам}ъ · сили : ниту · сидити : а да · намъ · смирного : чл҃вка : а на томъ : тобѣ · цоломъ,XIV_2,novgorod,1370
цичзуу нунпмиа,XIV_2,novgorod,1350
… [ѻс]подине сино не … а нꙑнеце ѻсподине наб… -[оц]и -- зан[е]ж[е] …,XIV_2,novgorod,1370
… серебра не даю а нине говори тим[ъ] х[то] з[на]-----‐ ини[вал]ъ а здисе коурила мезенъ ѿꙗлъ ӏ куни ------- (а нин)е ꙩ томъ попецалисе како тому би‐ …,XV_1,novgorod,1415
(…) … ко[нѧ н]а [них ку]не даше стора луди елали свале на луди не ӏде моӏ кони оу тебе а твоӏ конь оу мене не буде моӏхь конвь оу тебе ӏ тꙑ даӏ ми рубелъ ------------- [мо]ӏ кони к[о]… (…),XV_1,novgorod,1425
… нъѥ за два рубѧ иван- …‐ спин[иц](ю ко)[ли б]ы[лъ] па[р](обокъ) …,XIV_2,novgorod,1370
Вверху рисунка а҃ в҃ г҃ д҃ Слева от рисунка [-]к[ѧ][ѧ] нъза[-] [-]ѧѧкꙋ стражь верхом вниз жѧь[ь],XIII_2,novgorod,1290
ѿ микити к маланӏи поиди за мьне ѧзъ тьбе хоцю а тꙑ мене а на то послоухо игнато мо[исиѥвъ а] во жи[во](т)- … (…),XIII_2,novgorod,1290
серицѧ сава ведуно лазо[та],XIII_2,novgorod,1270
… (къ) т[ѫ]горадоу и къ [к]волинѣ(-) вꙑправи [м]и [к]ъ(р)ъчѧгоу …и п[р]оудъ о(бь)чь ѫст(р)ои [ц]ин(ю) покланѧние,XII_2,novgorod,1170
…остѧтѣ къ ѧжи съкопивъши вѣверъ… …[ъ]жи же ѧз[ъ] ти придоу по великѣ дъ(ни) (… …),XII_2,novgorod,1150
ѿ игната къ климѧтѣ възми оу доушилѣ (о)[у ѳ]оминица полъ цетвьртѣ гр҃внѣ и крь‐ (ни ко)[жюхъ] чьрмьницнъ женьс(к)-[и] и крьни …,XII_2,novgorod,1170
…[у] (ч)олъвѣка и вѣка … … е[си] (при)е[х]а[л]ъ [в]…,XIV_2,novgorod,1390
приказъ ѿ романа к пѧтелѣю цо прилбица · ꙋ тебе ꙩндрѣѥва · прилбица · даӏ ꙩндрѣю ·,XIV_2,novgorod,1390
ѿъ стъенѣга къ матери то ти есмь дале савѣ :е: кꙋнъ въже трькъвище лъжици :в: ножа :в: брꙋсе : вожѣ оленики ·,XII_2,novgorod,1170
поклоно посаднику онсиѳору ож[е ѥ](си во) пор[и] наболисѧ посзовно грамото‐ (ю) …,XIV_2,novgorod,1370
…ь ꙋ тьбѧ [т]о ӏ [г]о… (о)[т]вецꙋ ӏ о земл[е]…,XIV_2,novgorod,1370
Первый фрагмент …оп… Второй фрагмент …кы… Третий фрагмент (о)стаф[ӏ]ѧ па… …мъ · ско… (бе)[щ]ести·е сво[е] … Четвертый фрагмент …ни…,XIV_2,novgorod,1350
…[ъ] ѡ[вьр]к[ӏи и и]рак[ъ] и созо и оула[сӏи],XIV_2,novgorod,1350
ѿ лоукꙑ : ко марфи · цто олекса · колбинць · далъ : пороукоу · в коунахъ : дати бꙑ дати : коунꙑ : на пьтровъ дн҃ь : в [р]оуса[л]ь… (…),XIV_1,novgorod,1330
(№ 390а) бологожь :в: жерьбьѧ : козьлеско : плꙋ:тьць :в: жерьбеѧ : во подогореи : плисина :в: жьребьѧ : старо поле : завьтьрение : по рꙑдино :в: жеребьѧ : а бороть : по рꙋцьи : по голиное : и по конѧжь : людьщико : до ꙋсть воломи :в: жьрьбеѧ : а по голиное : рꙋцье заньтьцье : и до колина : вохо мое : и за ивьницꙋ : а бориславꙋ : дорꙋгаѧ : соторона : нетьца : по цьрьтово рꙋцьи : и до вьрьховьѧ и по пꙋть рꙑдьньскои (№ 390б - почерк другой) козелеско дорогуне плисина завьтьрьние,XIII_2,novgorod,1290
`+ ѿ олѳоромеѧ к доманцю и ко лахнꙋ и ко еванꙋ и к олее секите сꙋко нмого · а рожи много · … (…),XIII_2,novgorod,1290
оу тешена возѧле ·к҃· гривено … и гривна · из · ногато ·,XIII_2,novgorod,1290
кузма · далъ ·о҃· и и ·в҃ӏ· своӏхъ · с ·к҃· а что · гри·го‐ …,XIII_2,novgorod,1290
(…) … [во]з[ов]але : и на… ------еипо---ть проси : бе сорома ид(и) … доеди [д]о сь[л]а : со[бе]р[и св]… (…),XIII_2,novgorod,1290
поклоно ѿ григори ко матери ꙋдаи л҃ гринво и та ꙋм[у]ли исца с та[т]бе · сюда,XIII_2,novgorod,1270
`-л-о-ꙋ,XIII_2,novgorod,1250
къснѧтинѧ грамата,XII_2,novgorod,1190
(…) …[и] дорогобꙋд[е] … …гꙋ : ож[е] зов[е] … (…),XIII_2,novgorod,1290
-,XIII_1,novgorod,1210
(ѿ …) [и ѿ т]оу[г]ош[ѣ и] (ѿ в)[о]ю[т]ꙑ [и ѿ коузь]мꙑ [и ѿ] … … (пог)[ꙑб]ло [оже] нꙑ ѥси холопꙑ нарек[л]а ---оут[и] · [ꙗз]ъ те[б]е не наре[к]…,XII_2,novgorod,1190
юмри н,XIV_2,novgorod,1390
поклонъ ·  [ива]… гж҃е · жонку ту дала за своѥго ж паро‐ (бка) …,XV_1,novgorod,1415
у марка коробѣѧ у гꙑмуѥва брата полуторѣ бѣлки в сандалакши у мунданахта :в҃: бѣлѣ у пюхтино коробѣѧ то в погии у наимита бѣлка,XIV_2,novgorod,1370
ѿ михалѧ к атцеви оже поиде кнѧзе а поими коне оу ѳедора и седло возми а ковриго не сли семо дешево,XIII_1,novgorod,1230
…оу[ф]…,XII_2,novgorod,1190
… и риби и масло [и си]р[и] а [то п]раз[к]а [·г· го]д(о) ----[даи] то а ми тоби ги҃не фоносе кланѧесме а даро ведаеше ·г· куници ·г· годо а поцне прошати жени или синови жени ·в· бели а сину белка,XIV_2,novgorod,1370
…‐ (-)а десѧте гривено ѳедоре [с]…ꙑславе,XIII_2,novgorod,1290
… (бьрковьс)ка : соли : … … (а)[ли есте п]оимале : на(м)ь а вода[д]ить : а ѧ во …,XIII_2,novgorod,1290
…арѧ : ꙋ собꙑслава : ꙋ саве … … [п]ꙋдово медꙋ : ꙋ гавриле ꙋ … …,XIII_2,novgorod,1290
…‐ ---[а ꙋ с]мьрд[а] [ꙋ б]о[ѧ]н[а тр]о[и нам]- … [гри]вь‐ [н]е : ꙋ митрощь :в: гривнь намо : ꙋ домитра :в: гривнь намо ꙋ [д]омана ꙋ смьрда полꙋторе гривнь по :ꙅ: ногато намь : ꙋ по‐ -[ь]шь о:и:ӏ: бьло и :в: гривьнь кꙋно : ꙋ козьла :е: бело и поло гривнь : ꙋ братьши ꙋ сь‐ (м)ьрьда поло :л: бьло [ꙋ] (смьрда ꙋ дь)мьѧна :ӏ: бьло и поло гривнь намо ꙋ колокꙑ‐ -[а] :е: кꙋно и гривна намо :,XIII_2,novgorod,1290
(ѿ) …ора к оксьнье ѡжь ѧль будь матѳьеца добрь скуеть а цьпье могить добꙑ‐ (ти) … [п]рикуеть в подкльть в пивномо а дае кснѧтиньцу его оть блюдь до мьнь … (по)[ед]и в сьло с посто,XIII_2,novgorod,1290
поклоно ѿ · ли·хо·це · ко ми·ки·ѳо·роу · про · ро·же · про · со·до·сла‐ (лю) … [не · ве·л]е·ле · ни·ко·моу · же · во·да·ти · та·ко · жь …,XIII_2,novgorod,1270
цолобитье ѻть смона к попу ивану цо бꙑ еси моего москотьѧ {моего} пересмотреле дад бꙑ хорь не попортиль а ѧ тоби своему ѻсподину цоломь бию в коробки а послаль есмь клуць стопаномь а помитка горносталь,XV_1,novgorod,1405
покло ѿ ѳиликса ко сменꙋ и ко юргю на бозѣ полжено и на васо аже {бꙋ} цто прибꙑтка вовѣсѧ бꙋдете то вложи во церкове : а цто бꙋде надобе жене моѥи и тꙑ брате смене даи жене моѥи а ѧзо тобе много кланѧюсѧ,XIV_2,novgorod,1350
поклоно ѡ ѳовронее к ѳиликсу с плацомо убиле мѧ пасꙑнке · и · вꙑгониле мѧ изо двора велише ми ехате в го{о}родо или самь поеди семо убита есемо,XIV_2,novgorod,1350
(с)[е] погибло · сено · оу дорофеѧ (бꙑ)‐ ло · сено в острове и смене · п(оѣ)‐ дѧ к сену : и зуба позвал(е),XIV_2,novgorod,1370
приѣхавъ · и заволоцѣѧ · носилѣ · серебро · климѣц[ь] с племенъ·мъ · на завѣтрѣ · по петровѣ дн҃и · носилѣ фодорку · слепеткову · съз братѣю · а серебромъ хо(ди)‐ лъ григорѣи фларевъ · давꙑдъ поповъ · матвѣике нище · лука ѻнишковъ · софронъ · м-‐ шкинъ,XIV_1,novgorod,1330
… метель за тобою п… (сер)‐ ебра не сли а цто за то(бою) … …‐ инꙑ присли,XIV_1,novgorod,1330
Стр. 1: ис҃ хтꙋ · ѧко со бо҃‐ мь поциваѥмо г҃и благослови оц҃ь Вьцерьнѧѧ наша молитвꙑ приими свѧтꙑ г҃и и подаже Стр. 2: намо оставльн{о}иѥ грьхово ѧко ѥдино ѥси ѧвлии во мирь воскрьсьние Стр. 3: Обидьть лоудие сиона и обоиимьть и дадить славꙋ во немьмь воскрьсошьмоу и мьртꙑихо ѧко тъ еСтр. 4: сть бого нашь избавлии ото бьзаконии нашихо Придьть {л}лꙋдие поимо и поклонимасѧ Стр. 5: х҃оу славѧщь ѥго свѧтое воскрьсени·е ѧко то есть бо҃ нашь избавлѧѧ ото безакони нашихо Стр. 6: Страстию твоею ѿъ {сстра}‐ страстии свободихомосѧ и воскрьсениѥме Стр. 7: твоимь из истелениꙗ избꙑхъмо ги҃ слава тобь ·,XIII_2,novgorod,1290
ѿ панка къ захарьи · и ко ѡгаѳоноу продалъ есмь сорокъ бобровъ милѧте на десѧти гривнъ серьбра олна же · взьмъ серьбро то же даи бобрꙑ а да[и] серобро захарьи,XIII_2,novgorod,1250
`+ ѿ братѧтѣ къ нежилоу поиди соуноу домовь свободне еси паки ли не идеши а послоу н тѧ ѧбьтьникъ ѧ заплатиль ·к҃· грв҃нъ а тꙑ свбонь,XII_1,novgorod,1130
ѿ мѣ:стѧ:ть : ко га:во:шь : и : ко : со:ди:ль : по:пꙑ:та:и:та ми : конѧ : а : мѣ:стѧ:та : сѧ : ва:ма покланѧ : а:же : ва : ць:то : на:до:бь : а солита : ко монь : а грамотуо : водаита а уо павла : скота попроси:та а мь:стѧ,XII_2,novgorod,1150
… къ моне …,XII_1,novgorod,1110
(г)р[а](мота) ѡ[тъ гю]р[ьг]ѧ к[ъ] о[ть]чеви и къ матери : продавъше дворъ идите же сѣмо смольньску ли кꙑевоу ли : дешеве ти хлебе : али не идете а присъте ми грамотичу сторови ли есте,XII_1,novgorod,1110
…пол…,XII_1,novgorod,1110
…оньсоупо …дрѧми,XII_1,novgorod,1110
покланѧние (ѿ) пьр… (къ) рагоулови …,XI_2,novgorod,1087
…нѣ : промꙑшлѧи о дѣтии : си[х]…,XI_2,novgorod,1087
монисто оусьрѧзи кожоуха ·в(·) сь пьльд… три отоцька польпьна и съ цьльцьмо -од… шьсть гоубиць пьрьни и възогъловие лоудиц… е҃· роужьнꙑхо а три бѣла оков(ьц)ь мѣд[ѧн]… гълько ларь,XII_2,novgorod,1170
ѿ хоритана ко моисе[ю] [а в](озьми) [г]рвну сеоже ти иване не дале бур[е](бр)[а] оу … [де] …,XII_2,novgorod,1190
илиина,XII_2,novgorod,1190
илин,XII_2,novgorod,1190
+ ѿ за[в](ида къ о)нот(а)ноу къ пꙋнѣ къ жад… и къ вохъи [б](р)ат[ь](ѣ) поклан[ѧ](ние) … …,XII_1,novgorod,1130
ѿ жирѧ[ц]ѧ ко … шесте на дес(ѧте) …,XII_1,novgorod,1110
…ѧтина… …свен…,XII_1,novgorod,1110
… ---еша а тоу ------ [д]а [и]н[е]х[о] д[ев]ѧте гривено осталосѧ а кланѧюсѧ добꙑво серебра присоли же а ѧзо ти на поути [а] о[ур]ек[ꙑ] воземо,XIII_1,novgorod,1210
… …--[о]во во семе гривено …[т]ꙑхо молодꙑхо коне …да дороге… …еце и вохе за коне …[а] доѥни [к]… …ле по ос(м)и коуно по … гривен… …це по девѧти резано,XIII_1,novgorod,1210
(…) … м҃· рѣзанъ · подъшьвѣ ·ꙅ҃· рѣ и ·л҃· а въ ·л҃· рѣзан[ъ] … … грв҃на : въ пьрвое коробье на ·в҃·ӏ· грв҃нѣ · въ дрꙋгее коробье дробь … (п)о рѣзанѣ · а большѣе по ·г҃· рѣзанѣ · ножевъ ·н҃· полъ грв҃нѣ · головице …мъ ·в҃· грв҃нѣ · на гребеньхъ грв҃на · ------- н[о]гатѣ … … (ко)жюхъмъ ·,XII_2,novgorod,1190
( + ѿ) [моисе]ѧ [ко] спирокоу оже ти не возѧло матее капи воложи ю со проусомо ко мне ѧзо ти олово попродале и свинеце и клепание вохо оуже мне не ехати во соужедале воскоу коупленꙑ :г: пи а тобе поити соуда воложи олова со цетꙑри безмене полотенеца со дова цереленаѧ а коунꙑ прави со проста,XIII_1,novgorod,1210
…ѧти векоше ново[г]…,XII_2,novgorod,1190
…[ь]ноу ѧ слю к тобѣ …,XIII_1,novgorod,1230
ѿ радиле ко матери [во]… … :ѳ: гривено поло воза рож(и) …,XIII_1,novgorod,1230
ѿ домитра ко ко ѳеларю и ко несодиле,XIII_1,novgorod,1210
а б в г д,XII_2,novgorod,1190
всѧло горончаро ·в҃· сорока · куницю · кобꙑлу ·г҃· кожи · шапка · сани хомутꙑ · а целовало · ѥси ко мнѣ · а не прислало ѥси ѧсо · погибло ·,XIV_1,novgorod,1330
поклонъ · ѿ кондрата · ѻсподину своѥму юрью и ѿѻ всихъ селѧнъ · что ѥси · ѻсподине конѣ подавалъ · и тꙑи · ѻсподине · конѣ · захарьꙗ въдаваѥть · оу насъ · что бꙑ ѥсь ѻсподине · оунѧлъ ѥго · или ѻсподине · не оуимешь · и тꙑ · ѻсподине · пошли по ѻстатокъ · а намъ ѻсподине · немоч[ь]но жить ·,XIV_2,novgorod,1390
ждановъ,XIV_1,novgorod,1310
…‐ дѫ оженивосѧ тѫ,XIII_1,novgorod,1230
(ѿ) ------- [къ] --л--оу [и] ко тоуд[ъроу и]з[ѧла еста мою] дълож[ь]ницоу оу ѧрꙑш[е]въ : [в]ъзѧла еста оу неи :ꙅ҃: гривьнъ : и ещь : въ дъложениц[ь],XII_2,novgorod,1190
се азъ и д(ѣти),XII_2,novgorod,1190
…[и]лъкѣ ив…,XII_2,novgorod,1190
… (полъ д)есѧть кѫнѣ …,XII_2,novgorod,1190
…е [б]ꙑле на ла[в]…,XII_2,novgorod,1190
жиръке гамизиле даль коун…,XII_2,novgorod,1190
…‐ дѫ в--р… …‐ сти въдаита же ми …,XII_2,novgorod,1190
а въдае емѫ г҃ рѣзан[ѣ] … … (д)о сꙑти крени сѫща а маса … … …[хѫ]-осѫда,XII_2,novgorod,1190
…иго,XII_2,novgorod,1190
[в]олосе д,XII_2,novgorod,1190
…даи мѣстъкѫ п… … грив…,XII_2,novgorod,1190
а б в г д е ж ꙅ з и ї к л м н о п р с т уо ѳ х ѡ ц ч ш щ ъ ѣ ѫ ю  ѧ,XII_2,novgorod,1190
…мина…,XII_2,novgorod,1190
ги҃ ѫслюши молитвоу,XII_2,novgorod,1190
поклонъ ѿ ѳедорѧ и ѿ коузми и ѿ хого десѧикѧ сидору и к маѳию переми посѧдници кунѧми неси подѧи а ото в лонихъ в недоборехъ в нинишнихъ и проси борца  петрови дни лонщии бориць своимъ недоборомъ а нишнии бориць своимъ в недоборехъ плати ми сѧ животиною,XIV_1,novgorod,1310
поклонъ  игнатьѧ · и ѿ григорьи ѿ матфѣѥви[ца ко] …,XV_1,novgorod,1425
цолобитье [ѿ] … (к осподи)‐ ну к осподар(ю моему кнѧзю ве)‐ (ли)[к]ому коста(нтину) …,XV_1,novgorod,1425
… …на софонтеѥ во дворь голову оубиле а нꙑхъ бе{в}з вѣстѣ нѣть · а животъ взѧле какъ сподине пецалуѥше,XV_1,novgorod,1425
… того а ѧзъ тобѣ цол(омъ бью),XV_1,novgorod,1425
…цю ꙩстаѳь‐ …слѧѥ клюц‐ … (ц)ерковъ · поста‐ … … [живе] ту,XIV_2,novgorod,1390
оу ꙩнкифа ·ꙅ҃· коробѣ · ржи · коробьѧ · пшеницѣ ·ꙅ҃· годъ · а ѿ бирица бѣлъ в отъсилкѣ билъ ми трꙋфане,XV_1,novgorod,1415
[ѿ] … …‐ цѧ гн҃е пережата церосъ межѣ дѣт[ъ]кѣ мо[и зоби]жонꙑ жона моѧ зобижона ба҃ [д]ѣ[л]ѧ гн҃е ѡб[оро]ни ѧ[зъ] тобѣ [цоло]‐ (мъ бью),XIV_2,novgorod,1390
… (къ) …[шѣ] ѿ велка и ѿ … идемъ …,XIV_2,novgorod,1390
… (с)тар[ѣ]шимъ сидовꙑ‐ (мъ) (…) дѣтемъ ѡбо[ро]ните ѡ‐ …,XIV_2,novgorod,1370
поклоно анѣ  микꙑфора з дорофѣѥва жеребеѧ что ѥси дала пожню в бꙑкощинѣ то шюѥга ӏмаѥть : другую ꙩсипоко землици мало а пожни ӏмають нн чимь пособити нѣ ꙩ че и сѣдит[и] а нꙑне даӏ ми то мѣсто бꙑковщи[н]у,XIV_2,novgorod,1370
… (ку)‐ нѣ оу ращка · аже не боуде кунъ оу рашка · коупи своими кунами колушк[ю] шапоцникоу,XIV_2,novgorod,1350
…а и ѿ [ѳ]… --ста---и ӏ ко глеб(ꙋ) … --оци-- - ко т----ꙋ пое[д](ите) … (в)о гор(о)до а м-----ꙋ воз(мите) …,XIV_1,novgorod,1330
… (в)зѧло [ѥс]м[е] · а [прив]… ино томуо исправа,XIII_2,novgorod,1290
поклонъ · ѿ ловца ко ѡ̈стаѳии посли грамоту ѡ̈же кунꙑ · на сѣть · и наимиту · а роже како въ·зѣиду бо҃ дасть ловъ · та·‐ ко въ·змуть,XIII_2,novgorod,1290
… …[о] взѧ ѥсме пѧть наца‐ (те во)[з](о ꙩ̈)[вс]а · и · лоне·скоко · и · нинешнеко а цто ѥси повельло уо ѥвши взѧти возо ꙩ̈вса · и жита друогꙑ старꙑхо уо·сопо то сѧ не (вино)[ва]т[о] твори [· а] · нꙑне[ши][х](о) [уос](опо) (…),XIII_2,novgorod,1290
(…) … (п)[оло цет]‐ [ве]ре[т]и гривни тиме ти есем- ---------- ꙋ смена ꙋ мѧсника за цето еси ·в҃· гривни ꙋзѧле мое лише возми захарие ꙋ попа · се [ли не] ꙋдасте да со изростꙑ водасте,XIII_2,novgorod,1270
мать,XIII_2,novgorod,1250
ч ш щ ꙗ ю нб҃ѣ,XIII_2,novgorod,1250
…семь…,XII_2,novgorod,1190
(…) … [вь]лѧшь дѣѧти а тꙑ чьрьсо силу дѣѧшь ажь бꙑ тꙑ дбромь жила братом… (…) (…) … [по]жи[в]и жь съ гурьгьмь жь со лукою а возꙑвахо тѧ сьстрою нь вѣстокою,XII_2,novgorod,1150
"Venit[e], exultem(us) d(omi)no, iubilemus de[o s]alutari n(ost)ro, p(rae)ocupem(us) facie(m) ei(us) in (con)fessi[(one)] (et) i(n) psalmis iubile[(mus)] Viro. Viri. Virtute.Voce. D(omi)ne H(ymnus) M(ari)a V(irgo). V(ersus). Weni e(lecta). Libri testament sancti. Kalendae aprilis lectiones III ewangelii",XIV_2,novgorod,1390
…  попа · ко моисею · воступисѧ …[л]ѧ · хотѧ бꙑ ти · истерѧти … [ѧ]зо во томо · а дома п[р]о‐…,XIV_1,novgorod,1330
(…) … продажи три дни [в г]ороди а ко [би] ходило оу дворо и ко складникоу товоѥмоу а тꙑ ко мни нь ѧвишисѧ коуни шити ношю,XIV_2,novgorod,1350
цолом битѥ ѿ с[мена] … т[ь]п--…,XIV_2,novgorod,1370
… [е]ном[ъ] оу ѻстафьи со вхим[и] за[лѣ]шн(ѧ)‐ не полтина оу дудѣ в гостьмеричахъ -----ти т[р]и ч[е]вте[р]откѣ ржи коробь(ꙗ) …,XIV_2,novgorod,1370
послала н… на пор[ѣ]ѥ …,XII_2,novgorod,1190
у ѡндриѧ три денги ивана денга у степана денга у вана денга у зуба московка у степана московка,XV_2,novgorod,1475
ни[ко]єв за мною рѣцѣи оударивсѧ розбоємъ на михаилицн҃ъ дворъ на сн҃а єво на ива‐ (н)[ка] д[во]ръ нов а жигалꙗ с сꙑном с офоноском : игнаткѣ симꙋєвѣ з братомъ с макхи‐ [мк]ом ва[си]лѣ вѣцѣркѣ грихънѣ васлко климѣнтѣикѣ стѣхънов · мартꙑнѣ [т]атаѧ храпѣ [с]ѣ[люєв] крѣстник да дворъ розграбили а животъ взѧл да и [ж]итницꙋ єлизарѣвꙋ вѣрхъ [да] д[в]оръ разграбили да и людѣи пѣрѣбили пѣрѣкололи : азъ в томъ сѣлѣ [н]ѣ одинъ бꙑл а то деѧлось всю нѣделю до прокла :,XV_1,novgorod,1440
поколоно ѡ гаврили ѡ посени ко зати моемоу ко горигори жи коумоу и ко сестори моеи ко оулити чо би есте поихали во городо ко радости моеи а нашего солова не ѡставили да бого вамо радосте ми вашего солова вохи не ѡсотавимо,XIV_2,novgorod,1350
михин…,XIV_1,novgorod,1310
мишине,XIV_1,novgorod,1310
… полъра роублѧ серьбромъ · ѡжерьлиѥ въ -------- дроугоѥ съ хроустаю · шюба немечькаꙗ · кожа дьланаꙗ · ржи ·з· коробьи · а ·в҃· недьланꙑ · кожи · чепь котьльнаꙗ · мьхъ коунъ ·е҃· телѧнъ ·е҃· ѡвьцинъ : котлець · сковорода · скобъкарь полътна ·в҃· локти · ѡ ------- полъсть ·г҃· хомоутꙑ рьмѧнꙑ · оузда кована · робична · икона с[ъ гот]аном[ъ] (по)п[о]н[а к]онев[а]ꙗ · …‐ [р]о · оу ꙗковли кобꙑлк[и] (…),XIV_1,novgorod,1330
а поколоно ѿ некефа ко маруку подо[б]оро [п]о[ѥ]ни по розмери [ӏ] мене ѥни а ѧза тобе колонеюсѧ,XIV_1,novgorod,1330
ѿ мирслава к олисьеви ко грициноу а [т]оу [т]и вънидьте гавъко полоцанино прашаи его кодь ти на господь витаеть ать ти видьло како ти бꙑло ѧ ивана ѧлъ постави ·и· пьредъ людьми како ти взмоловить,XII_2,novgorod,1190
Начальная часть ѿ изосиме покланѧ(ние) … … Конечная часть …‐ л[ъ] века ѫ в[а]съ а нꙑнѧ не [и](м)[амь въ]‐ лости лише въсъ а ѧ за вꙑ бга молю съдила и гравриѧ и мариѧ и олисава и домьника мънога же в[ꙑ] лѣта,XII_2,novgorod,1150
ѳом · тимоѳ лариѧна · о-‐ ск-ь · оньн,XII_2,novgorod,1170
ѧд… аост…,XIII_1,novgorod,1210
+ петре : евана : маримиѧна : ѧна : георегиѧ : ѳедорь прокопиѧ оводокиѧ ев[а]на · рожво еоу[п]…,XII_2,novgorod,1170
… (ост)ав[и] (намъ) доло(г)[ꙑ] наша (…) клевету · зависть (·) ненавис(…)‐ тнавѣт[ꙑ] …,XIII_1,novgorod,1210
иосиѳъ · оноуѳри ӏѡ҃ : милостиви [а]настиѧ соѳиѧ · ѳедосиѧ · ꙋлиѧна · пелагиѧ · оборот (другой почерк): демитре павело оводокиѧ оѳимию гюрьги мироѳа,XII_2,novgorod,1170
оу воислава възьми :ӏ: коунъ истинь а :е: коунъ намомъ не въдале дъвоихъ намъ ⁞ оу нѣжѧть възьми десѧть коунъ и гривьноу ⁞ оу боудоть възьми гривьноу намѣноую ⁞: оу боѧна възьми шестѣ коунъ намьноую озеревахъ а отрокоу въдаите по коунѣ моужь,XII_2,novgorod,1170
сь сталь бьшь коузма на здꙑлоу и на домажировица торговала еста сьломь бьз мьнь а ѧ за то сьло пороуцнь : и розвьли есть цьлѧдь и скотиноу и кобꙑль и рожь а домажирь побѣгль нь ѿкоупивъ оу вѧцьслава из долгоу : како жь еста торговала тако жь (исправит-) [ис]тьрю мою :ꙅ: сотъ пакꙑ жь ли по[сл]и‐ (та) … (…),XIII_1,novgorod,1230
ѿ лазорѧ : ко : от… сꙋконо свить : …,XII_2,novgorod,1170
…а [кътъ] истинъ боудь ньвьрь(нъ) …,XII_2,novgorod,1190
…жь нама [ѫ иль]-… … ѫ ньго …,XII_2,novgorod,1190
…а · евана · коушьника,XIV_1,novgorod,1310
ѿ ѧков(а) … з з з з з …,XII_2,novgorod,1170
ѫ опалѧ :ꙅ҃: кѫнъ мълъвотицѣхъ ѫ сновида :з҃: кѫнъ мълъвотицѣхъ ѫ търъцина :г҃: кѫнѣ ѫ боѧна :ꙅ҃: кѫнъ озеревахъ ѫ мѣстък[а] :в҃: (кѫнѣ) ве[л]им[и]цѣхъ (…),XII_2,novgorod,1170
…рали а …прису‐ …,XII_2,novgorod,1150
(цѣсаръ)‐ ств[ъ]е небесъ(ное),XII_2,novgorod,1150
Третья запись …ѣ ·г· цетверотк- (жита) оу (ѧ)[къ]шѣ ·г· цетверотки жита Четвертая запись оу тимошкѣ в гуслехь поторѣ коробьи ржи оу кюра ·г· цетвероткѣ ржи оув ꙑѥвка ·г· цет(ве)‐ ретки пшеницѣ ·г· це(твер)-‐ тки жита,XV_1,novgorod,1405
пр|о|ко|пи|и семь|мхр|ьс|ти|на мих ѳо|вр|о спири|(д)оно мариѧ г҃,XII_2,novgorod,1190
…бѣ · хрьстина …,XII_2,novgorod,1170
(…) … [прис]ли[те] :л҃: гривнъ олѧ възмꙋ кꙑеве :҃: гривнъ,XII_2,novgorod,1170
+ ѿ хрьстила къ вꙑшькови · се оу насила есмь възѧлъ · -------- (г)[р]в҃не · а че[т]…,XII_1,novgorod,1110
на боѧнѣ въ роусѣ : грвна : на житоб(о)[у]дѣ въ роусѣ :г҃ї: коунѣ : и грвна истинѣ : на лоугѣ на нѣгорадѣ г҃: коунѣ и : грвна съ намꙑ : на добровитѣ : съ людьми :г҃ї: коунѣ и грвна : на нѣжькѣ на пръжневици : полъ : грвнѣ на сиромѣ : без дъвоу ногатоу грвна : на шелонѣ на добромꙑслѣ :ї҃ коунъ на живо{т}тъкѣ :в҃: грвнѣ кроупѣмь : серегѣри на хъмоунѣ : и на дрозьдѣ ::е҃: грвнъ бес коунѣ : на азъгоутѣ и на погощахъ ѳ҃: коунъ семѣѣ грвнѣ :⁞ доубровьнѣ на хрипанѣ : :ѳ҃ї третьѣѣ грвнѣ :,XI_2,novgorod,1062
…‐ д[ъ]шин[ѣ]и - - - - - - - ати боуде воина а на мѧ почъноу а молитесѧ гостѧтою къ кънѧзю,XI_2,novgorod,1062
от[о]ци поклонь к олоскадру [сто б]ꙑ [еси] д[об]‐ (рѣ дос)пѣле сто у тьбь сирꙑ то бꙑ еси ма[сло] то бꙑ еси продѧле с климомь а ѧ тобѣ клѧнаосѧ продѧва да бꙑ еси климу гиевькѧ стопанѧ братом ь гѧковѧ,XIV_2,novgorod,1370
… целовѣку …,XIV_2,novgorod,1390
